,part_id,question_id,membership_guid,question,comment_id,date,rationale,answer_probability,answer_text,answer_consensus,accuracy
40559,40559,714,f95cabe6b651529d9539a2d494a3c302bd8b3e30,"Will the Government of Canada issue a travel advisory of ""Avoid non-essential travel"" or ""Avoid all travel"" for Kazakhstan between 27 June 2019 and 23 October 2019?",159919,2019-07-05T14:33:10Z,"f95cabe6b651529d9539a2d494a3c302bd8b3e30: Yes, 0.25 probability
f95cabe6b651529d9539a2d494a3c302bd8b3e30: No, 0.75 probability
f95cabe6b651529d9539a2d494a3c302bd8b3e30: There is already a travel advisory for Canadians going to Kazakhstan. However, its very unlikely for this advisory to become a full-fledged ban. Though the country has recently jailed a pair of mothers for ""harboring leaflets advertising an upcoming protest"", it seems the political transition is making things slightly less tense.
<a target=""_blank"" href=""https://eurasianet.org/kazakhstan-jails-mothers-to-be-on-the-safe-side"">https://eurasianet.org/kazakhstan-jails-mothers-to-be-on-the-safe-side</a>
<a target=""_blank"" href=""https://globalvoices.org/2019/07/04/kazakhstan-is-in-the-middle-of-a-political-transition-so-is-its-social-media-humour/"">https://globalvoices.org/2019/07/04/kazakhstan-is-in-the-middle-of-a-political-transition-so-is-its-social-media-humour/</a>","[0.25,0.75]","['Yes', 'No']",[0],0.125
68845,68845,897,07b24b55a47110e247be6fceb9bf67e751eac62a,Will Gotabaya Rajapaksa receive the most votes in the first round of the 2019 Sri Lankan presidential election?,193729,2019-10-16T02:07:57Z,"07b24b55a47110e247be6fceb9bf67e751eac62a: Yes, and he will win a majority of votes, 0.7 probability
07b24b55a47110e247be6fceb9bf67e751eac62a: Yes, and he will win a plurality of votes,  0.25 probability
07b24b55a47110e247be6fceb9bf67e751eac62a: No,  0.05 probability
07b24b55a47110e247be6fceb9bf67e751eac62a: It appears that Rajapaksa will most likely receive the majority of the votes given that he has the support  of Budist leaders which make up a good majority of the population he's also part of the Sri Lanka People's Front which dominated the 2018 elections although he does not have the support of Tamils and Muslims which could be a wild card 

<a target=""_blank"" href=""http://www.lowyinterpreter.org/the-interpreter/sri-lanka-election-bumps-ahead"">http://www.lowyinterpreter.org/the-interpreter/sri-lanka-election-bumps-ahead</a>","[0.7, 0.25, 0.05]","['Yes, and he will win a majority of votes', 'Yes, and he will win a plurality of votes', 'No']","[1, 0, 0]",0.051666667
74104,74104,914,94b70c63d7845b4008e25bae0fedb0f276e36202,Who will win Sri Lanka's presidential election?,203134,2019-11-12T20:18:19Z,"94b70c63d7845b4008e25bae0fedb0f276e36202: Gotabaya Rajapaksa, 0.6 probability
94b70c63d7845b4008e25bae0fedb0f276e36202: Sajith Premadasa,  0.35 probability
94b70c63d7845b4008e25bae0fedb0f276e36202: Someone else,  0.05 probability
94b70c63d7845b4008e25bae0fedb0f276e36202: With a lack of formal polls in country and the fault I find in foreign reports covering political races, it appears Rajapaksa is a heavy favorite. He gained a lot of support from the Easter ISIS attacks and has a family already well known in the political sphere. More often than not, money talks and Rajapaksa is the powerful people's choice. But you can never count out the people.","[0.6, 0.35, 0.05]","['Gotabaya Rajapaksa', 'Sajith Premadasa', 'Someone else']","[1, 0, 0]",0.095
8005,8005,519,6224da07c9b3f174207395654e418d77d9c8bd61,Will the approval rating for Vladimir Putin be greater than 75% in July 2019?,138265,2019-04-27T22:19:08Z,"6224da07c9b3f174207395654e418d77d9c8bd61: Yes, 0.35 probability
6224da07c9b3f174207395654e418d77d9c8bd61: No, 0.65 probability
6224da07c9b3f174207395654e418d77d9c8bd61: <a target=""_blank"" href=""https://www.themoscowtimes.com/2019/03/15/how-russia-took-over-crimea-and-crimea-took-over-putin-a64827"">https://www.themoscowtimes.com/2019/03/15/how-russia-took-over-crimea-and-crimea-took-over-putin-a64827</a>

The article I have come across listed above discusses the initial approval rating for Putin, but has since dropped at the present date. Much of what Putin had initiated for Russia has taken a turn for a different route, which Russia did not have in mind. 

It appears that Russia citizens are seeing Putin as a weak leader than when he started. The citizens are seeing Putin as more of a self absorbed person in power, seeking more power. Not for Russia but for himself.
 [UPDATE:] 
6224da07c9b3f174207395654e418d77d9c8bd61: Yes, 0.2 probability
6224da07c9b3f174207395654e418d77d9c8bd61: No, 0.8 probability
6224da07c9b3f174207395654e418d77d9c8bd61: Information regarding the approval rating for Vladimir Putin being greater than 75% is still relatively the same answer by conducting a search online. I did lower my forecast some, just because it seems more likely Putin will have lower than 75 %. Putin has let his people down.
 [UPDATE:] 
6224da07c9b3f174207395654e418d77d9c8bd61: Yes, 0.2 probability
6224da07c9b3f174207395654e418d77d9c8bd61: No, 0.8 probability
6224da07c9b3f174207395654e418d77d9c8bd61: <a target=""_blank"" href=""https://nhsportpress.com/2574/opinion/vladimir-putin-eats-russian-constitution-approval-rating-skyrockets-to-105/"">https://nhsportpress.com/2574/opinion/vladimir-putin-eats-russian-constitution-approval-rating-skyrockets-to-105/</a>

The article i found above here listed contains information that states Putin ate the Russian constitution on April 8, 2019. He was attempting to prove his leadership in Ukranian people and Ukraine itself. I still find that Putin's approval rating will be lee than 75%. Putin has lost a lot of respect from his people in Russia.","[0.2,0.8]","['Yes', 'No']",[0],0.08
56255,56255,831,91ce5d39b851e32da649e6029b7b362c58c417ad,"Before 30 November 2019, will Mercosur formally sign the EU-Mercosur trade agreement?",177314,2019-08-27T19:02:42Z,"91ce5d39b851e32da649e6029b7b362c58c417ad: Yes, 0.95 probability
91ce5d39b851e32da649e6029b7b362c58c417ad: No, 0.050000000000000044 probability
91ce5d39b851e32da649e6029b7b362c58c417ad: Yes, with a high probability. After more than 20 years of negotiations, Mercosur and the European Union reached a comprehensive trade agreement in Brussels on June 28, 2019. The ink should be dry by 30 November 2019. 
  <a target=""_blank"" href=""https://www.sanluisobispo.com/news/business/article234342742.html"">https://www.sanluisobispo.com/news/business/article234342742.html</a>","[0.95,0.050000000000000044]","['Yes', 'No']",[0],1.805
71076,71076,904,71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06,"Before 27 November 2019, will Kim Jong Un attend the ASEAN-Korea Summit in Busan, South Korea?",206437,2019-11-21T19:57:24Z,"71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: Yes, 0.6 probability
71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: No, 0.4 probability
71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: I'm going to go out on a limb and predict slightly more likely than not that Kim Jong Un will attend the ASEAN-Korea Summit in Busan, South Korea.  I say this because some sources have said it's pretty undecided and are not leaning one way or another.  However, I also say this because  Kim Jong Un recently just sent a ""defiant message"" by riding a white horse alone on the most sacred mountain in North Korea.  He has done this before at times of ""major policy endeavors"" and I believe this could be one of those endeavors.  Now we wait!

<a target=""_blank"" href=""https://www.straitstimes.com/asia/kim-jong-un-in-busan-south-korea-hopes-north-korean-leader-will-visit-for-asean-summit"">https://www.straitstimes.com/asia/kim-jong-un-in-busan-south-korea-hopes-north-korean-leader-will-visit-for-asean-summit</a>
<a target=""_blank"" href=""https://www.straitstimes.com/asia/east-asia/defiant-message-as-north-koreas-kim-jong-un-rides-white-horse-on-sacred-mountain"">https://www.straitstimes.com/asia/east-asia/defiant-message-as-north-koreas-kim-jong-un-rides-white-horse-on-sacred-mountain</a>
 [UPDATE:] 
71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: Yes, 0.0 probability
71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: No, 1.0 probability
71ec2ef9fa9ee68d41cf8df964f8d5af6efcad06: While I really thought there was a likelihood Kim Jong Un would attend the ASEAN-Korea Summit in South Korea, I am changing my prediction to 0%.  He has officially declared that he will not attend the summit, and I don't believe he is bluffing.

<a target=""_blank"" href=""https://www.nknews.org/2019/11/kim-jong-un-has-no-reason-to-attend-busan-event-north-korean-state-media-says/"">https://www.nknews.org/2019/11/kim-jong-un-has-no-reason-to-attend-busan-event-north-korean-state-media-says/</a>","[0.0,1.0]","['Yes', 'No']",[0],0
24496,24496,607,60b6e716c68361c948297ea453838fdbccad5c73,"Between 16 May 2019 and 30 July 2019, for two consecutive Saturdays, will fewer than 5,000 cumulative daily protesters participate in ""Yellow Vests"" protests across France?",155672,2019-06-23T16:47:30Z,"60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.25 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.75 probability
60b6e716c68361c948297ea453838fdbccad5c73: The reported numbers are certainly declining. But will they decline to below 5,000 for two consecutive weeks? That's a tough call. I'm assuming that we are basing the results on the interior ministry's total, which showed a total of 15,500 protesters for 5/18. That was down again from last week's count of 18,600. For further comparison, last November the total number of protesters was over 300,000.

It is reported that the protesters have plans for the EU elections and that will buoy the numbers for next week and the yellow jackets dispute the interior's totals as well. Overall, I am thinking that it will not fall below the 5,000 threshold in the time period, but the weekly totals will need to be followed on an ongoing basis.


<a target=""_blank"" href=""https://www.france24.com/en/20190518-frances-yellow-vests-mark-six-months-protests-with-numbers-dwindling"">https://www.france24.com/en/20190518-frances-yellow-vests-mark-six-months-protests-with-numbers-dwindling</a>
 [UPDATE:] 
60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.99 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.010000000000000009 probability
60b6e716c68361c948297ea453838fdbccad5c73: The total number of protesters seems to dwindling very rapidly. With only 2600 protesters this most recent Saturday, it appears this movement is on its last legs.  One protester, Sophie Tissier, predicted that protesters would return strongly in September after a summer break. Perhaps they all just need a few weeks in the countryside to rejuvenate and will come back strong in the Autumn. Or, more likely, they'll wait for the next big thing to protest and join that movement.
 [UPDATE:] 
60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.1 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.9 probability
60b6e716c68361c948297ea453838fdbccad5c73: It seems the ""failing"" New York Times failed me last week with this article <a target=""_blank"" href=""https://www.nytimes.com/aponline/2019/06/01/world/europe/ap-eu-france-protests.html"">https://www.nytimes.com/aponline/2019/06/01/world/europe/ap-eu-france-protests.html</a> that claimed the Interior Ministry only reported 2600 protestors for last Saturday.  Other sources then updated this figure to 9,500.  <a target=""_blank"" href=""http://en.rfi.fr/france/20190608-yellow-vests-try-rally-support-paris-suburbs"">http://en.rfi.fr/france/20190608-yellow-vests-try-rally-support-paris-suburbs</a>

That put a little egg on my face, and the latest numbers put this weekend's total at 10,000, representing an increase from the prior week. <a target=""_blank"" href=""http://en.rfi.fr/france/20190609-yellow-vests-rally-fewer-supporters-30th-saturday-protest"">http://en.rfi.fr/france/20190609-yellow-vests-rally-fewer-supporters-30th-saturday-protest</a>

As a result, I am completely changing my forecast.
 [UPDATE:] 
60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.38 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.62 probability
60b6e716c68361c948297ea453838fdbccad5c73: It seems we are dipping down closer to the 5000 number as this week's report puts the total protestors at just 7000. Whomever set this number at 5000 for this question did a great job as that is really a close proposition at this point.


<a target=""_blank"" href=""https://www.dailymail.co.uk/news/article-7147189/Frances-yellow-vests-putting-gilets-glove-compartment.html"">https://www.dailymail.co.uk/news/article-7147189/Frances-yellow-vests-putting-gilets-glove-compartment.html</a>
 [UPDATE:] 
60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.5 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.5 probability
60b6e716c68361c948297ea453838fdbccad5c73: I can think of so many better things to do in France in July than continue on a dying political movement. That's my thought and I believe that's the thought of many of the protestors. At some point, it's less of a protest and more of a hobby. It's hard to know how many diehards will hold on, but many have already left and are waiting for the next big movement.
 [UPDATE:] 
60b6e716c68361c948297ea453838fdbccad5c73: Yes, 0.15 probability
60b6e716c68361c948297ea453838fdbccad5c73: No, 0.85 probability
60b6e716c68361c948297ea453838fdbccad5c73: It seems there was an increased turnout for the protests this weekend. If the source article is to be believed (and previous articles have been inaccurate...I really have found only the France24.com site to be completely reliable) then this significant increase almost puts the nail in the coffin of there being 2 weeks under 5000 protestors.

<a target=""_blank"" href=""https://www.urdupoint.com/en/world/almost-12000-rally-across-france-for-32nd-we-651576.html"">https://www.urdupoint.com/en/world/almost-12000-rally-across-france-for-32nd-we-651576.html</a>","[0.15,0.85]","['Yes', 'No']",[1],1.445
60652,60652,861,5f80b01655521c411d0c813ba6ed5ab883580710,Will Klaus Iohannis win re-election in the 2019 Romanian presidential election?,189607,2019-10-03T16:37:04Z,"5f80b01655521c411d0c813ba6ed5ab883580710: Yes, 0.95 probability
5f80b01655521c411d0c813ba6ed5ab883580710: No, 0.050000000000000044 probability
5f80b01655521c411d0c813ba6ed5ab883580710: The latest poll are showing him with quite a big lead.  He is at 44.6% and the next closest person is 17.5%.  This gap is huge when it comes to election numbers.  Unless someone comes out with a scandal he was involved in I do not see him losing the election.  He is mostly liked by the people and he has the experience.
 [UPDATE:] 
5f80b01655521c411d0c813ba6ed5ab883580710: Yes, 1.0 probability
5f80b01655521c411d0c813ba6ed5ab883580710: No, 0.0 probability
5f80b01655521c411d0c813ba6ed5ab883580710: I was set at 95 percent before but I might as well up it to 100%.  I see no reason why Klaus would not win.  He is the clear favorite with a big lead in the polls.  As long as a scandal does not come out he will win.","[1.0,0.0]","['Yes', 'No']",[1],0
68827,68827,896,f8690cda838a4857a9d8ffe8b893cf29c4d7d178,Will Venezuelan opposition leader Juan Guaidó be detained or arrested by Venezuelan authorities before 30 November 2019?,197213,2019-10-26T17:44:01Z,"f8690cda838a4857a9d8ffe8b893cf29c4d7d178: Yes, 0.05 probability
f8690cda838a4857a9d8ffe8b893cf29c4d7d178: No, 0.95 probability
f8690cda838a4857a9d8ffe8b893cf29c4d7d178: Most of the chaos that is presently happening in South America appears to be happening in Venzeula's periphery. The Ecuadorian government blames Maduro for destablizing them, and there are border skirmishes with Colombia. The National Assembly, which is the only institution in Venezuela that has Guaido's support, recently received some USAID funds, so it's not likely that it will weaken very much. It's possible that Maduro will try to kick him out, I'm not sure. Something is keeping Maduro from going ""all out"" on Guaido.
 [UPDATE:] 
f8690cda838a4857a9d8ffe8b893cf29c4d7d178: Yes, 0.05 probability
f8690cda838a4857a9d8ffe8b893cf29c4d7d178: No, 0.95 probability
f8690cda838a4857a9d8ffe8b893cf29c4d7d178: Recently, Citgo was granted a financial reprieve by creditors. One of Guaido's central strategies to hold on to Citgo in the hopes that it will keep Venezuela afloat after he ousts Maduro from power. Maduro, of course, refuses to step down, and the situation appears to be locked in a stalemate. At this point it's unlikely Guaido will be detained, because there is too much power behind him.","[0.05,0.95]","['Yes', 'No']",[0],0.005
30464,30464,646,ce49d4f020036c595a1a2519e47e789a72e1e8d6,"Between 30 May 2019 and 29 November 2019, will an Ebola health worker be injured or killed in an attack against an Ebola facility inside the Central African Republic, South Sudan, Uganda, Rwanda, Burundi, or Tanzania?",153063,2019-06-14T13:24:05Z,"ce49d4f020036c595a1a2519e47e789a72e1e8d6: Yes, 0.99 probability
ce49d4f020036c595a1a2519e47e789a72e1e8d6: No, 0.010000000000000009 probability
ce49d4f020036c595a1a2519e47e789a72e1e8d6: The Ebola outbreak that is ongoing is claimed to be the largest outbreak since 2014. They have a vaccine that is proving to be effective 97.5% of the time and people want that vaccine. Currently treatment centers are under armed guard, protecting health workers but discouraging people with Ebola from seeking their care. There have already been reports of attacks since March. 

<a target=""_blank"" href=""https://www.statnews.com/2019/04/12/the-data-are-clear-ebola-vaccine-shows-very-impressive-performance-in-outbreak/"">https://www.statnews.com/2019/04/12/the-data-are-clear-ebola-vaccine-shows-very-impressive-performance-in-outbreak/</a>
<a target=""_blank"" href=""https://www.npr.org/2019/03/19/704700528/health-workers-in-congo-face-another-threat-in-addition-to-ebola"">https://www.npr.org/2019/03/19/704700528/health-workers-in-congo-face-another-threat-in-addition-to-ebola</a>
<a target=""_blank"" href=""https://www.statnews.com/2019/05/07/ebola-outbreak-escalate-violence/"">https://www.statnews.com/2019/05/07/ebola-outbreak-escalate-violence/</a>","[0.99,0.010000000000000009]","['Yes', 'No']",[0],1.9602
1316,1316,504,66065764fab77d5aba355677b467ed3bcb98b86a,What will be the Korean Central News Agency (KCNA) Threat Index on 10 June 2019?,132676,2019-04-09T20:43:39Z,"66065764fab77d5aba355677b467ed3bcb98b86a: Less than 0.2, 0.32 probability
66065764fab77d5aba355677b467ed3bcb98b86a: Between 0.2 and 0.4, inclusive,  0.65 probability
66065764fab77d5aba355677b467ed3bcb98b86a: More than 0.4 but less than 0.6,  0.01 probability
66065764fab77d5aba355677b467ed3bcb98b86a: Between 0.6 and 0.8, inclusive,  0.01 probability
66065764fab77d5aba355677b467ed3bcb98b86a: More than 0.8,  0.01 probability
66065764fab77d5aba355677b467ed3bcb98b86a: As of 4-9-19 the threat index sits at a relatively low level. It has ticked up 0.1 from 4-8-19, which was the lowest the reading has been since 3-23-19. The range over the last month is between 0 and 0.3 with most days comfortably residing at the 0.2 level. Its likely that without factoring in other possible geopolitical events, the threat index will probably be at 0.2 level on June 10th. The index tends to oscillate pretty quickly and so can quickly move up or down making 0.2 the ""best guess"" since it appears to be the most frequent reading. no readings above 0.3 have occurred in the past month, however if tempers really flare, I think it is within the realm of possibility, however currently with it looks remote.

<a target=""_blank"" href=""https://kcnawatch.org/"">https://kcnawatch.org/</a>","[0.32, 0.65, 0.01, 0.01, 0.01]","['Less than 0.2', 'Between 0.2 and 0.4, inclusive', 'More than 0.4 but less than 0.6', 'Between 0.6 and 0.8, inclusive', 'More than 0.8']","[0, 1, 0, 0, 0]",0.04504
18728,18728,573,18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa,"Will the Government of Canada issue a 'Level 2, 3, or 4' health notice for Venezuela between 2 May 2019 and 27 November 2019?",189664,2019-10-03T17:12:12Z,"18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: Yes, 0.05 probability
18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: No, 0.95 probability
18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: While there is significant political unrest in Venezuela, little evidence is provided to declare a health notice. Therefore, the odds are very slight.
 [UPDATE:] 
18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: Yes, 0.05 probability
18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: No, 0.95 probability
18d6261df77bcfbe592ba1b2fdbcddbadfc51ffa: Since my previous forecast, there has been little data to presented to modify my prediction. Therefore, my forecast will remain the same.","[0.05,0.95]","['Yes', 'No']",[0],0.005
18614,18614,571,feba6274eb948e69dfb64b22f534bdc267ae4f9e,Will a high-altitude Electromagnetic Pulse (EMP) attack occur between 2 May 2019 and 30 October 2019?,140427,2019-05-05T13:49:17Z,"feba6274eb948e69dfb64b22f534bdc267ae4f9e: Yes, 0.01 probability
feba6274eb948e69dfb64b22f534bdc267ae4f9e: No, 0.99 probability
feba6274eb948e69dfb64b22f534bdc267ae4f9e: In the time frame given, If there were an EMP pulse issue I feel that it would be more from a natural source that a foreign attack, ""Naturally occurring EMPs, known as geomagnetic disturbances (GMDs), are produced by solar storms and have damaged electrical grids on several occasions. "" Do we need to be prepared?, in this day and age, of course, I think that we need to take precautions to all types of possible foreign attack.  However, I do not feel that a ""High-Altitude Electromagnetic Pulse (HEMP)"" would be able to as they state"" shut down the entire US"" but there could be issues, widespread blackouts and such. ""It's unlikely that a HEMP attack would successfully disarm the United States since the U.S. nuclear weapons triad is specifically designed to survive a direct nuclear attack."" and I think that those nations that could be a threat understand that there would be retaliation. So yes we should think ahead and take precautions, but a real threat at this time I do not this it is.
<a target=""_blank"" href=""https://worldview.stratfor.com/article/emp-threat-real-it-shouldnt-keep-you-night"">https://worldview.stratfor.com/article/emp-threat-real-it-shouldnt-keep-you-night</a>","[0.01,0.99]","['Yes', 'No']",[0],0.0002
29949,29949,642,d5137265b68c82eb64da6192e5f256bb28780192,Will Iran close the Strait of Hormuz for any length of time between 30 May 2019 and 20 July 2019?,149513,2019-06-04T17:25:06Z,"d5137265b68c82eb64da6192e5f256bb28780192: Yes, 0.05 probability
d5137265b68c82eb64da6192e5f256bb28780192: No, 0.95 probability
d5137265b68c82eb64da6192e5f256bb28780192: According to <a target=""_blank"" href=""https://www.thenational.ae/world/gcc/uss-abraham-lincoln-staying-out-of-the-strait-of-hormuz-for-now-1.870364"">https://www.thenational.ae/world/gcc/uss-abraham-lincoln-staying-out-of-the-strait-of-hormuz-for-now-1.870364</a>, tensions have been escalating between the US and Iran in recent weeks. The US does not want to escalate tensions and iis military is staying out of the Strait for now. Trump has told countries to stop importing oil from Iran and Iran responded by threatening to close the Strait. <a target=""_blank"" href=""https://nationalinterest.org/blog/buzz/real-iran-military-threat-close-strait-hormuz-watch-oil-prices-jump-57862"">https://nationalinterest.org/blog/buzz/real-iran-military-threat-close-strait-hormuz-watch-oil-prices-jump-57862</a> does not see this escalating to a full closure, since both Iran and the world depends on the strait for oil. I also don't believe this will happen.","[0.05,0.95]","['Yes', 'No']",[0],0.005
20421,20421,582,9383e3a3f1b5217a897af0e0844a33f8b78ba040,What will be the closing value of the Brazilian Real (BRL) to one U.S. Dollar exchange rate on 18 July 2019?,146030,2019-05-23T16:35:15Z,"9383e3a3f1b5217a897af0e0844a33f8b78ba040: Less than 3.818, 0.05 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 3.818 and 3.896, inclusive,  0.05 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 3.896 but less than 3.963,  0.1 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 3.963 and 4.041, inclusive,  0.4 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 4.041,  0.4 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: According to the wallet invester , Dollar to Real  pair is an acceptable long term investment as they have had a good return rate historically, with increases up to 47% by 2024, five year range.
 [UPDATE:] 
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Less than 3.818, 0.05 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 3.818 and 3.896, inclusive,  0.05 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 3.896 but less than 3.963,  0.1 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: Between 3.963 and 4.041, inclusive,  0.4 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: More than 4.041,  0.4 probability
9383e3a3f1b5217a897af0e0844a33f8b78ba040: The Real still appears to be on an upward trend for the last six months . Bloomberg wrote on May 22 this year, that a respected analyst from Commerzbank, You-Na Park still has a very bullish stance, provided right wing US puppet Bolsonaro gets to reduce social security benefits there, which would please Wall Street and the US hedge funds. Its price is  4.0395 today, therefore I will stay with my previous prediction.","[0.05, 0.05, 0.1, 0.4, 0.4]","['Less than 3.818', 'Between 3.818 and 3.896, inclusive', 'More than 3.896 but less than 3.963', 'Between 3.963 and 4.041, inclusive', 'More than 4.041']","[1, 0, 0, 0, 0]",0.247
73685,73685,912,61d49299c7a6efcaac76501dae3182a1370b8c60,"Between 31 October 2019 and 29 November 2019, will India announce additional restrictions on palm oil imports from Malaysia?",205277,2019-11-19T18:14:33Z,"61d49299c7a6efcaac76501dae3182a1370b8c60: Yes, 0.15 probability
61d49299c7a6efcaac76501dae3182a1370b8c60: No, 0.85 probability
61d49299c7a6efcaac76501dae3182a1370b8c60: According to the sources, I believe that it is very unlikely that the Indian Government will announce additional restrictions on palm oil.  Narendra Modi has been asked not to reduce palm oil from Malaysia.
<a target=""_blank"" href=""https://www.thestar.com.my/business/business-news/2019/10/23/new-twist-to-malaysia-india-palm-oil-issue"">https://www.thestar.com.my/business/business-news/2019/10/23/new-twist-to-malaysia-india-palm-oil-issue</a>
 [UPDATE:] 
61d49299c7a6efcaac76501dae3182a1370b8c60: Yes, 0.05 probability
61d49299c7a6efcaac76501dae3182a1370b8c60: No, 0.95 probability
61d49299c7a6efcaac76501dae3182a1370b8c60: I decided to lower my previous prediction because it is unlikely that India will announce more restrictions on palm-oil imports from Malaysia. There is an evident tension between these countries, but I honestly do not believe that more restrictions will be taken.
<a target=""_blank"" href=""https://www.malaysiakini.com/news/498189"">https://www.malaysiakini.com/news/498189</a>","[0.05,0.95]","['Yes', 'No']",[0],0.005
